"CODE","MODULE","DEPTH","OLD_ROUTE","NEO_ROUTE","OLD_PAGE_IN_LAST_BUILD","NEO_PAGE_IN_LAST_BUILD","F_TCODE","F_MODULE","F_HEBREW_NAME","F_ENGLISH_NAME","F_DESCRIPTION","F_BUSINESS_CATEGORY","F_RELATED_TABLES_OBJECTS","F_DEEPDOC_FLAG","F_FIORI_EQUIVALENT","F_S4_STATUS","F_CDS","F_BAPI_FM","F_LINKS","F_TAGS","NEO_KNOWN_FACTS","STATUS","SEVERITY","NOTES"
"IH06","PM","deep","/tcode/IH06/","/neo/transactions/IH06/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","n/a","EXACT","EXACT","12/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview"
"IH08","PM","deep","/tcode/IH08/","/neo/transactions/IH08/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · eccS4.replaced · authored.input · authored.output · authored.qa"
"IH12","PM","light","/tcode/IH12/","/neo/transactions/IH12/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IH20","PM","light","/tcode/IH20/","/neo/transactions/IH20/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","5/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IK01","PM","deep","/tcode/IK01/","/neo/transactions/IK01/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"IK02","PM","deep","/tcode/IK02/","/neo/transactions/IK02/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IK03","PM","deep","/tcode/IK03/","/neo/transactions/IK03/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IK04","PM","light","/tcode/IK04/","/neo/transactions/IK04/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IK07","PM","deep","/tcode/IK07/","/neo/transactions/IK07/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","n/a","EXACT","EXACT","12/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview"
"IK08","—","not-in-registry","/tcode/IK08/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/IK08/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/IK08/ renders RelatedView with 1 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"IK11","PM","deep","/tcode/IK11/","/neo/transactions/IK11/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"IK12","PM","light","/tcode/IK12/","/neo/transactions/IK12/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","7/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IK13","PM","light","/tcode/IK13/","/neo/transactions/IK13/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","n/a","n/a","n/a","n/a","EXACT","EXACT","7/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IK17","PM","deep","/tcode/IK17/","/neo/transactions/IK17/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","n/a","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IK18","PM","light","/tcode/IK18/","/neo/transactions/IK18/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IK21","—","not-in-registry","/tcode/IK21/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/IK21/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/IK21/ renders RelatedView with 1 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"IK22","PM","light","/tcode/IK22/","/neo/transactions/IK22/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IK31","PM","deep","/tcode/IK31/","/neo/transactions/IK31/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","n/a","EXACT","EXACT","12/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IK34","PM","deep","/tcode/IK34/","/neo/transactions/IK34/","yes","yes","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IK41","—","not-in-registry","/tcode/IK41/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/IK41/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/IK41/ renders RelatedView with 1 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"IL01","PM","deep","/tcode/IL01/","/neo/transactions/IL01/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"IL02","PM","deep","/tcode/IL02/","/neo/transactions/IL02/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"IL03","PM","deep","/tcode/IL03/","/neo/transactions/IL03/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"IL04","PM","deep","/tcode/IL04/","/neo/transactions/IL04/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","n/a","EXACT","EXACT","12/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview"
"IL05","PM","deep","/tcode/IL05/","/neo/transactions/IL05/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","n/a","EXACT","EXACT","12/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview"
"IL06","PM","light","/tcode/IL06/","/neo/transactions/IL06/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IL07","PM","light","/tcode/IL07/","/neo/transactions/IL07/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IL10","PM","light","/tcode/IL10/","/neo/transactions/IL10/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IL11","PM","light","/tcode/IL11/","/neo/transactions/IL11/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IL12","PM","light","/tcode/IL12/","/neo/transactions/IL12/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IL14","PM","light","/tcode/IL14/","/neo/transactions/IL14/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IP01","PM","deep","/tcode/IP01/","/neo/transactions/IP01/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"IP02","PM","deep","/tcode/IP02/","/neo/transactions/IP02/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","n/a","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IP03","PM","deep","/tcode/IP03/","/neo/transactions/IP03/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IP04","PM","light","/tcode/IP04/","/neo/transactions/IP04/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","7/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IP05","PM","light","/tcode/IP05/","/neo/transactions/IP05/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IP06","PM","light","/tcode/IP06/","/neo/transactions/IP06/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IP10","PM","deep","/tcode/IP10/","/neo/transactions/IP10/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"IP10Z","PM","light","/tcode/IP10Z/","/neo/transactions/IP10Z/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IP11","PM","deep","/tcode/IP11/","/neo/transactions/IP11/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","n/a","EXACT","EXACT","12/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IP11Z","PM","light","/tcode/IP11Z/","/neo/transactions/IP11Z/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IP15","PM","light","/tcode/IP15/","/neo/transactions/IP15/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IP16","PM","light","/tcode/IP16/","/neo/transactions/IP16/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IP17","PM","light","/tcode/IP17/","/neo/transactions/IP17/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IP18","PM","light","/tcode/IP18/","/neo/transactions/IP18/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IP19","PM","deep","/tcode/IP19/","/neo/transactions/IP19/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","n/a","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IP24","PM","deep","/tcode/IP24/","/neo/transactions/IP24/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","n/a","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IP30","PM","deep","/tcode/IP30/","/neo/transactions/IP30/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"IP41","PM","deep","/tcode/IP41/","/neo/transactions/IP41/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","n/a","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IP42","PM","deep","/tcode/IP42/","/neo/transactions/IP42/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","n/a","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IP43","PM","deep","/tcode/IP43/","/neo/transactions/IP43/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IPM2","PM","light","/tcode/IPM2/","/neo/transactions/IPM2/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IQ01","—","not-in-registry","/tcode/IQ01/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/IQ01/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/IQ01/ renders RelatedView with 1 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"IQ02","—","not-in-registry","/tcode/IQ02/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/IQ02/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/IQ02/ renders RelatedView with 1 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"IQ03","—","not-in-registry","/tcode/IQ03/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/IQ03/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/IQ03/ renders RelatedView with 1 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"IQ08","—","not-in-registry","/tcode/IQ08/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/IQ08/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/IQ08/ renders RelatedView with 1 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"IQ09","—","not-in-registry","/tcode/IQ09/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/IQ09/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/IQ09/ renders RelatedView with 1 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"IQS21","PM","light","/tcode/IQS21/","/neo/transactions/IQS21/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IQS22","PM","light","/tcode/IQS22/","/neo/transactions/IQS22/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","EXACT","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IQS23","PM","light","/tcode/IQS23/","/neo/transactions/IQS23/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IR01","PM","deep","/tcode/IR01/","/neo/transactions/IR01/","yes","yes","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","12/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: authored.input · authored.output · authored.qa"
"IR02","—","not-in-registry","/tcode/IR02/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/IR02/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/IR02/ renders RelatedView with 2 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"IR03","—","not-in-registry","/tcode/IR03/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/IR03/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/IR03/ renders RelatedView with 2 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"IW13","PM","light","/tcode/IW13/","/neo/transactions/IW13/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"IW21","PM","deep","/tcode/IW21/","/neo/transactions/IW21/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"IW22","PM","deep","/tcode/IW22/","/neo/transactions/IW22/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"IW23","PM","deep","/tcode/IW23/","/neo/transactions/IW23/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"IW24","PM","deep","/tcode/IW24/","/neo/transactions/IW24/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IW25","PM","deep","/tcode/IW25/","/neo/transactions/IW25/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IW26","PM","deep","/tcode/IW26/","/neo/transactions/IW26/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"IW28","PM","deep","/tcode/IW28/","/neo/transactions/IW28/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · eccS4.replaced · authored.input · authored.output · authored.qa"
"IW29","PM","deep","/tcode/IW29/","/neo/transactions/IW29/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","n/a","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · certTips · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
